"unique_id","CalDate","binomial","DailyCount","genus","year","month"
"01220R",2014-10-31,"Tuberculatus annulatus",2,"Tuberculatus",2014,10
"0122R",2014-05-17,"Brachycaudus helichrysi",7,"Brachycaudus",2014,5
"0122R",2014-05-17,"Cavariella aegopodii",9,"Cavariella",2014,5
"0122R",2014-05-17,"Drepanosiphum platanoidis",17,"Drepanosiphum",2014,5
"0122R",2014-05-17,"Elatobium abietinum",5,"Elatobium",2014,5
"0122R",2014-05-17,"Euceraphis punctipennis",1,"Euceraphis",2014,5
"0122R",2014-05-17,"Macrosiphum gei",1,"Macrosiphum",2014,5
"0122R",2014-05-17,"Metopolophium festucae",2,"Metopolophium",2014,5
"0122R",2014-05-17,"Myzus ascalonicus",1,"Myzus",2014,5
"0122R",2014-05-17,"Rhopalosiphum oxyacanthae",7,"Rhopalosiphum",2014,5
"0122R",2014-05-17,"Rhopalosiphum spp",2,"Rhopalosiphum",2014,5
"0122R",2014-05-17,"Utamphorophora humboldti",1,"Utamphorophora",2014,5
"0123R",2014-05-23,"Aphis spp",1,"Aphis",2014,5
"0123R",2014-05-23,"Brachycaudus helichrysi",6,"Brachycaudus",2014,5
"0123R",2014-05-23,"Cavariella aegopodii",1,"Cavariella",2014,5
"0123R",2014-05-23,"Drepanosiphum platanoidis",25,"Drepanosiphum",2014,5
"0123R",2014-05-23,"Elatobium abietinum",11,"Elatobium",2014,5
"0123R",2014-05-23,"Euceraphis punctipennis",2,"Euceraphis",2014,5
"0123R",2014-05-23,"Rhopalosiphum oxyacanthae",1,"Rhopalosiphum",2014,5
"0123R",2014-05-23,"Sitobion fragariae",1,"Sitobion",2014,5
"0126R",2014-06-16,"Acyrthosiphon pisum",1,"Acyrthosiphon",2014,6
"0126R",2014-06-16,"Drepanosiphum platanoidis",45,"Drepanosiphum",2014,6
"0126R",2014-06-16,"Euceraphis punctipennis",2,"Euceraphis",2014,6
"0126R",2014-06-16,"Phyllaphis fagi",2,"Phyllaphis",2014,6
"0126R",2014-06-16,"Pterocomma salicis",1,"Pterocomma",2014,6
"0126R",2014-06-16,"Rhopalosiphum padi",1,"Rhopalosiphum",2014,6
"0127R",2014-06-18,"Brachycaudus helichrysi",1,"Brachycaudus",2014,6
"0127R",2014-06-18,"Cavariella aegopodii",1,"Cavariella",2014,6
"0127R",2014-06-18,"Drepanosiphum platanoidis",50,"Drepanosiphum",2014,6
"0127R",2014-06-18,"Euceraphis punctipennis",2,"Euceraphis",2014,6
"0127R",2014-06-18,"Myzocallis castanicola",1,"Myzocallis",2014,6
"0127R",2014-06-18,"Myzus persicae",1,"Myzus",2014,6
"0127R",2014-06-18,"Phyllaphis fagi",1,"Phyllaphis",2014,6
"0129R",2014-07-07,"Acyrthosiphon pisum",2,"Acyrthosiphon",2014,7
"0129R",2014-07-07,"Brachycaudus helichrysi",1,"Brachycaudus",2014,7
"0129R",2014-07-07,"Cavariella aegopodii",1,"Cavariella",2014,7
"0129R",2014-07-07,"Drepanosiphum platanoidis",4,"Drepanosiphum",2014,7
"0129R",2014-07-07,"Euceraphis punctipennis",1,"Euceraphis",2014,7
"0129R",2014-07-07,"Hyperomyzus lactucae",1,"Hyperomyzus",2014,7
"0129R",2014-07-07,"Metopolophium dirhodum",1,"Metopolophium",2014,7
"0129R",2014-07-07,"Myzus cerasi",1,"Myzus",2014,7
"0129R",2014-07-07,"Rhopalosiphum oxyacanthae",5,"Rhopalosiphum",2014,7
"0129R",2014-07-07,"Sitobion fragariae",1,"Sitobion",2014,7
"0129R",2014-07-07,"Tuberculatus annulatus",2,"Tuberculatus",2014,7
"0129R",2014-07-07,"Utamphorophora humboldti",1,"Utamphorophora",2014,7
"01312R",2015-08-07,"Aphis fabae gp.",1,"Aphis",2015,8
"01312R",2015-08-07,"Aphis pomi",2,"Aphis",2015,8
"01312R",2015-08-07,"Cavariella theobaldi",1,"Cavariella",2015,8
"01312R",2015-08-07,"Drepanosiphum platanoidis",3,"Drepanosiphum",2015,8
"01312R",2015-08-07,"Rhopalosiphoninus staphyleae",1,"Rhopalosiphoninus",2015,8
"01312R",2015-08-07,"Sitobion avenae",1,"Sitobion",2015,8
"01312R",2015-08-07,"Sitobion fragariae",2,"Sitobion",2015,8
"01312R",2015-08-07,"Tuberculatus annulatus",1,"Tuberculatus",2015,8
"01317R",2015-09-16,"Aphis fabae gp.",3,"Aphis",2015,9
"01317R",2015-09-16,"Aphis spp",5,"Aphis",2015,9
"01317R",2015-09-16,"Brachycaudus helichrysi",2,"Brachycaudus",2015,9
"01317R",2015-09-16,"Capitophorus elaeagni",1,"Capitophorus",2015,9
"01317R",2015-09-16,"Cavariella konoi",3,"Cavariella",2015,9
"01317R",2015-09-16,"Ceruraphis eriophori",1,"Ceruraphis",2015,9
"01317R",2015-09-16,"Decorosiphon corynothrix",1,"Decorosiphon",2015,9
"01317R",2015-09-16,"Pemphigus spp",3,"Pemphigus",2015,9
"01317R",2015-09-16,"Rhopalosiphum oxyacanthae",3,"Rhopalosiphum",2015,9
"01317R",2015-09-16,"Rhopalosiphum padi",41,"Rhopalosiphum",2015,9
"01317R",2015-09-16,"Thecabius affinis",1,"Thecabius",2015,9
"01318R",2015-09-18,"Brachycaudus helichrysi",2,"Brachycaudus",2015,9
"01318R",2015-09-18,"Eriosoma patchiae",1,"Eriosoma",2015,9
"01318R",2015-09-18,"Metopolophium dirhodum",1,"Metopolophium",2015,9
"01318R",2015-09-18,"Pemphigus spp",1,"Pemphigus",2015,9
"01318R",2015-09-18,"Rhopalosiphum oxyacanthae",5,"Rhopalosiphum",2015,9
"01318R",2015-09-18,"Rhopalosiphum padi",28,"Rhopalosiphum",2015,9
"01318R",2015-09-18,"Rhopalosiphum spp",1,"Rhopalosiphum",2015,9
"01318R",2015-09-18,"Sitobion fragariae",1,"Sitobion",2015,9
"0131R",2015-05-22,"Drepanosiphum platanoidis",1,"Drepanosiphum",2015,5
"0131R",2015-05-22,"Elatobium abietinum",104,"Elatobium",2015,5
"0131R",2015-05-22,"Myzus ascalonicus",1,"Myzus",2015,5
"0131R",2015-05-22,"Rhopalosiphum oxyacanthae",2,"Rhopalosiphum",2015,5
"01322R",2015-10-26,"Pemphigus spp",1,"Pemphigus",2015,10
"01322R",2015-10-26,"Rhopalosiphum oxyacanthae",3,"Rhopalosiphum",2015,10
"01322R",2015-10-26,"Rhopalosiphum padi",8,"Rhopalosiphum",2015,10
"01322R",2015-10-26,"Sitobion fragariae",1,"Sitobion",2015,10
"01323R",2015-10-29,"Rhopalosiphum oxyacanthae",24,"Rhopalosiphum",2015,10
"01323R",2015-10-29,"Rhopalosiphum padi",17,"Rhopalosiphum",2015,10
"01323R",2015-10-29,"Sitobion fragariae",4,"Sitobion",2015,10
"0132R",2015-05-31,"Elatobium abietinum",38,"Elatobium",2015,5
"0135R",2015-06-24,"Aphis spp",2,"Aphis",2015,6
"0135R",2015-06-24,"Brachycaudus helichrysi",8,"Brachycaudus",2015,6
"0135R",2015-06-24,"Cavariella aegopodii",2,"Cavariella",2015,6
"0135R",2015-06-24,"Drepanosiphum platanoidis",4,"Drepanosiphum",2015,6
"0135R",2015-06-24,"Elatobium abietinum",12,"Elatobium",2015,6
"0135R",2015-06-24,"Eriosoma ulmi",4,"Eriosoma",2015,6
"0135R",2015-06-24,"Macrosiphum euphorbiae",2,"Macrosiphum",2015,6
"0135R",2015-06-24,"Myzus persicae",4,"Myzus",2015,6
"0135R",2015-06-24,"Myzus cerasi",2,"Myzus",2015,6
"0135R",2015-06-24,"Tuberculatus borealis",2,"Tuberculatus",2015,6
"0136R",2015-06-26,"Aulacorthum palustre",2,"Aulacorthum",2015,6
"0136R",2015-06-26,"Brachycaudus cardui",1,"Brachycaudus",2015,6
"0136R",2015-06-26,"Brachycaudus helichrysi",11,"Brachycaudus",2015,6
"0136R",2015-06-26,"Cavariella aegopodii",1,"Cavariella",2015,6
"0136R",2015-06-26,"Cavariella theobaldi",1,"Cavariella",2015,6
"0136R",2015-06-26,"Drepanosiphum platanoidis",2,"Drepanosiphum",2015,6
"0136R",2015-06-26,"Elatobium abietinum",3,"Elatobium",2015,6
"0136R",2015-06-26,"Eriosoma ulmi",2,"Eriosoma",2015,6
"0136R",2015-06-26,"Euceraphis punctipennis",2,"Euceraphis",2015,6
"0136R",2015-06-26,"Macrosiphum rosae",1,"Macrosiphum",2015,6
"0136R",2015-06-26,"Megoura viciae",1,"Megoura",2015,6
"0136R",2015-06-26,"Metopolophium dirhodum",2,"Metopolophium",2015,6
"0136R",2015-06-26,"Microlophium carnosum",1,"Microlophium",2015,6
"0136R",2015-06-26,"Mindarus abietinus",1,"Mindarus",2015,6
"0136R",2015-06-26,"Myzocallis castanicola",2,"Myzocallis",2015,6
"0136R",2015-06-26,"Myzocallis spp",1,"Myzocallis",2015,6
"0136R",2015-06-26,"Myzus persicae",1,"Myzus",2015,6
"0136R",2015-06-26,"Myzus cerasi",1,"Myzus",2015,6
"0136R",2015-06-26,"Sitobion fragariae",1,"Sitobion",2015,6
"0136R",2015-06-26,"Tuberculatus annulatus",2,"Tuberculatus",2015,6
"0136R",2015-06-26,"Uroleucon spp",1,"Uroleucon",2015,6
"0136R",2015-06-26,"Utamphorophora humboldti",7,"Utamphorophora",2015,6
"0138R",2015-07-11,"Acyrthosiphon pisum",1,"Acyrthosiphon",2015,7
"0138R",2015-07-11,"Aphis fabae gp.",19,"Aphis",2015,7
"0138R",2015-07-11,"Aphis spp",13,"Aphis",2015,7
"0138R",2015-07-11,"Brachycaudus spp",1,"Brachycaudus",2015,7
"0138R",2015-07-11,"Brachycaudus helichrysi",4,"Brachycaudus",2015,7
"0138R",2015-07-11,"Cavariella aegopodii",2,"Cavariella",2015,7
"0138R",2015-07-11,"Cavariella pastinacae",1,"Cavariella",2015,7
"0138R",2015-07-11,"Cavariella theobaldi",6,"Cavariella",2015,7
"0138R",2015-07-11,"Chaetosiphon fragaefolii",1,"Chaetosiphon",2015,7
"0138R",2015-07-11,"Cinara spp",1,"Cinara",2015,7
"0138R",2015-07-11,"Drepanosiphum platanoidis",3,"Drepanosiphum",2015,7
"0138R",2015-07-11,"Elatobium abietinum",1,"Elatobium",2015,7
"0138R",2015-07-11,"Euceraphis punctipennis",2,"Euceraphis",2015,7
"0138R",2015-07-11,"Hyalopterus pruni",1,"Hyalopterus",2015,7
"0138R",2015-07-11,"Linosiphon galiophagum",2,"Linosiphon",2015,7
"0138R",2015-07-11,"Megoura viciae",3,"Megoura",2015,7
"0138R",2015-07-11,"Myzus persicae",4,"Myzus",2015,7
"0138R",2015-07-11,"Myzus cerasi",3,"Myzus",2015,7
"0138R",2015-07-11,"Phyllaphis fagi",2,"Phyllaphis",2015,7
"0138R",2015-07-11,"Rhopalosiphum oxyacanthae",1,"Rhopalosiphum",2015,7
"0138R",2015-07-11,"Sitobion fragariae",4,"Sitobion",2015,7
"0138R",2015-07-11,"Tuberculatus annulatus",3,"Tuberculatus",2015,7
"0138R",2015-07-11,"Utamphorophora humboldti",2,"Utamphorophora",2015,7
"0139R",2015-07-18,"Aphis fabae gp.",1,"Aphis",2015,7
"0139R",2015-07-18,"Cinara spp",7,"Cinara",2015,7
"0139R",2015-07-18,"Drepanosiphum platanoidis",5,"Drepanosiphum",2015,7
"0139R",2015-07-18,"Euceraphis punctipennis",1,"Euceraphis",2015,7
"0139R",2015-07-18,"Myzus persicae",1,"Myzus",2015,7
"0139R",2015-07-18,"Sitobion avenae",1,"Sitobion",2015,7
"0139R",2015-07-18,"Sitobion fragariae",2,"Sitobion",2015,7
"0139R",2015-07-18,"Tuberculatus annulatus",1,"Tuberculatus",2015,7
"0139R",2015-07-18,"Utamphorophora humboldti",1,"Utamphorophora",2015,7
"01410R",2016-07-18,"Acyrthosiphon pisum",1,"Acyrthosiphon",2016,7
"01410R",2016-07-18,"Brachycaudus helichrysi",1,"Brachycaudus",2016,7
"01410R",2016-07-18,"Drepanosiphum platanoidis",2,"Drepanosiphum",2016,7
"01410R",2016-07-18,"Rhopalosiphum padi",16,"Rhopalosiphum",2016,7
"01410R",2016-07-18,"Sitobion avenae",1,"Sitobion",2016,7
"01410R",2016-07-18,"Tuberculatus annulatus",3,"Tuberculatus",2016,7
"01410R",2016-07-18,"Tuberculatus borealis",3,"Tuberculatus",2016,7
"01415R",2016-08-19,"Brachycaudus helichrysi",1,"Brachycaudus",2016,8
"01415R",2016-08-19,"Drepanosiphum platanoidis",8,"Drepanosiphum",2016,8
"01415R",2016-08-19,"Metopolophium dirhodum",1,"Metopolophium",2016,8
"01415R",2016-08-19,"Pemphigus spp",1,"Pemphigus",2016,8
"01415R",2016-08-19,"Rhopalosiphum oxyacanthae",2,"Rhopalosiphum",2016,8
"01415R",2016-08-19,"Rhopalosiphum padi",9,"Rhopalosiphum",2016,8
"01415R",2016-08-19,"Tuberculatus annulatus",1,"Tuberculatus",2016,8
"01415R",2016-08-19,"Utamphorophora humboldti",1,"Utamphorophora",2016,8
"01416R",2016-08-31,"Drepanosiphum platanoidis",1,"Drepanosiphum",2016,8
"01416R",2016-08-31,"Rhopalosiphum oxyacanthae",3,"Rhopalosiphum",2016,8
"01416R",2016-08-31,"Rhopalosiphum padi",4,"Rhopalosiphum",2016,8
"01416R",2016-08-31,"Sitobion avenae",1,"Sitobion",2016,8
"01418R",2016-09-12,"Anoecia corni",6,"Anoecia",2016,9
"01418R",2016-09-12,"Aphis salicariae",2,"Aphis",2016,9
"01418R",2016-09-12,"Brachycaudus helichrysi",2,"Brachycaudus",2016,9
"01418R",2016-09-12,"Capitophorus hippophaes",10,"Capitophorus",2016,9
"01418R",2016-09-12,"Drepanosiphum platanoidis",6,"Drepanosiphum",2016,9
"01418R",2016-09-12,"Metopolophium festucae",2,"Metopolophium",2016,9
"01418R",2016-09-12,"Muscaphis musci",2,"Muscaphis",2016,9
"01418R",2016-09-12,"Pemphigus spp",2,"Pemphigus",2016,9
"01418R",2016-09-12,"Rhopalosiphum oxyacanthae",20,"Rhopalosiphum",2016,9
"01418R",2016-09-12,"Rhopalosiphum spp",2,"Rhopalosiphum",2016,9
"01418R",2016-09-12,"Sitobion avenae",2,"Sitobion",2016,9
"01418R",2016-09-12,"Thecabius affinis",8,"Thecabius",2016,9
"01418R",2016-09-12,"Uroleucon spp",2,"Uroleucon",2016,9
"01419R",2016-09-20,"Acyrthosiphon pisum",1,"Acyrthosiphon",2016,9
"01419R",2016-09-20,"Anoecia corni",1,"Anoecia",2016,9
"01419R",2016-09-20,"Aphis fabae gp.",2,"Aphis",2016,9
"01419R",2016-09-20,"Brachycaudus helichrysi",2,"Brachycaudus",2016,9
"01419R",2016-09-20,"Capitophorus hippophaes",1,"Capitophorus",2016,9
"01419R",2016-09-20,"Drepanosiphum platanoidis",1,"Drepanosiphum",2016,9
"01419R",2016-09-20,"Eucallipterus tiliae",1,"Eucallipterus",2016,9
"01419R",2016-09-20,"Muscaphis musci",1,"Muscaphis",2016,9
"01419R",2016-09-20,"Rhopalosiphum oxyacanthae",30,"Rhopalosiphum",2016,9
"01419R",2016-09-20,"Rhopalosiphum padi",42,"Rhopalosiphum",2016,9
"01419R",2016-09-20,"Thecabius affinis",3,"Thecabius",2016,9
"01421R",2016-10-04,"Eriosoma patchiae",1,"Eriosoma",2016,10
"01421R",2016-10-04,"Rhopalosiphum oxyacanthae",35,"Rhopalosiphum",2016,10
"01421R",2016-10-04,"Rhopalosiphum padi",6,"Rhopalosiphum",2016,10
"01421R",2016-10-04,"Sitobion fragariae",2,"Sitobion",2016,10
"01423R",2016-10-14,"Anoecia corni",1,"Anoecia",2016,10
"01423R",2016-10-14,"Rhopalosiphum oxyacanthae",36,"Rhopalosiphum",2016,10
"01423R",2016-10-14,"Rhopalosiphum padi",5,"Rhopalosiphum",2016,10
"0142R",2016-05-23,"Drepanosiphum platanoidis",3,"Drepanosiphum",2016,5
"0142R",2016-05-23,"Elatobium abietinum",3,"Elatobium",2016,5
"0142R",2016-05-23,"Metopolophium festucae",1,"Metopolophium",2016,5
"0142R",2016-05-23,"Metopolophium frisicum",1,"Metopolophium",2016,5
"0142R",2016-05-23,"Periphyllus testudinaceus",1,"Periphyllus",2016,5
"0143R",2016-05-28,"Drepanosiphum platanoidis",3,"Drepanosiphum",2016,5
"0143R",2016-05-28,"Elatobium abietinum",1,"Elatobium",2016,5
"0143R",2016-05-28,"Macrosiphum gei",1,"Macrosiphum",2016,5
"0143R",2016-05-28,"Metopolophium festucae",3,"Metopolophium",2016,5
"0143R",2016-05-28,"Metopolophium frisicum",2,"Metopolophium",2016,5
"0143R",2016-05-28,"Microlophium carnosum",1,"Microlophium",2016,5
"0143R",2016-05-28,"Utamphorophora humboldti",2,"Utamphorophora",2016,5
"0145R",2016-06-15,"Brachycaudus helichrysi",10,"Brachycaudus",2016,6
"0145R",2016-06-15,"Drepanosiphum platanoidis",2,"Drepanosiphum",2016,6
"0145R",2016-06-15,"Elatobium abietinum",8,"Elatobium",2016,6
"0145R",2016-06-15,"Microlophium carnosum",6,"Microlophium",2016,6
"0145R",2016-06-15,"Rhopalosiphoninus staphyleae",2,"Rhopalosiphoninus",2016,6
"0145R",2016-06-15,"Sitobion fragariae",2,"Sitobion",2016,6
"0145R",2016-06-15,"Utamphorophora humboldti",8,"Utamphorophora",2016,6
"0146R",2016-06-17,"Aphis spp",3,"Aphis",2016,6
"0146R",2016-06-17,"Brachycaudus helichrysi",4,"Brachycaudus",2016,6
"0146R",2016-06-17,"Cavariella pastinacae",1,"Cavariella",2016,6
"0146R",2016-06-17,"Drepanosiphum platanoidis",2,"Drepanosiphum",2016,6
"0146R",2016-06-17,"Euceraphis punctipennis",1,"Euceraphis",2016,6
"0146R",2016-06-17,"Metopolophium fasciatum",1,"Metopolophium",2016,6
"0146R",2016-06-17,"Microlophium carnosum",2,"Microlophium",2016,6
"0146R",2016-06-17,"Myzus cerasi",1,"Myzus",2016,6
"0146R",2016-06-17,"Rhopalosiphum oxyacanthae",1,"Rhopalosiphum",2016,6
"0146R",2016-06-17,"Rhopalosiphum padi",1,"Rhopalosiphum",2016,6
"0146R",2016-06-17,"Utamphorophora humboldti",2,"Utamphorophora",2016,6
"0149R",2016-07-09,"Aulacorthum solani",1,"Aulacorthum",2016,7
"0149R",2016-07-09,"Cavariella aegopodii",1,"Cavariella",2016,7
"0149R",2016-07-09,"Cinara spp",2,"Cinara",2016,7
"0149R",2016-07-09,"Drepanosiphum platanoidis",1,"Drepanosiphum",2016,7
"0149R",2016-07-09,"Eriosoma ulmi",1,"Eriosoma",2016,7
"0149R",2016-07-09,"Euceraphis punctipennis",1,"Euceraphis",2016,7
"0149R",2016-07-09,"Hyalopterus pruni",2,"Hyalopterus",2016,7
"0149R",2016-07-09,"Macrosiphum euphorbiae",1,"Macrosiphum",2016,7
"0149R",2016-07-09,"Macrosiphum rosae",1,"Macrosiphum",2016,7
"0149R",2016-07-09,"Myzus cerasi",1,"Myzus",2016,7
"0149R",2016-07-09,"Rhopalosiphum padi",8,"Rhopalosiphum",2016,7
"0149R",2016-07-09,"Sitobion avenae",1,"Sitobion",2016,7
"0149R",2016-07-09,"Sitobion fragariae",2,"Sitobion",2016,7
"0149R",2016-07-09,"Tuberculatus annulatus",1,"Tuberculatus",2016,7
"0149R",2016-07-09,"Uroleucon spp",1,"Uroleucon",2016,7
"01511R",2017-07-21,"Aphis spp",4,"Aphis",2017,7
"01511R",2017-07-21,"Cavariella theobaldi",1,"Cavariella",2017,7
"01511R",2017-07-21,"Drepanosiphum platanoidis",1,"Drepanosiphum",2017,7
"01511R",2017-07-21,"Dysaphis spp",1,"Dysaphis",2017,7
"01511R",2017-07-21,"Euceraphis punctipennis",1,"Euceraphis",2017,7
"01511R",2017-07-21,"Hyalopterus pruni",2,"Hyalopterus",2017,7
"01511R",2017-07-21,"Myzus persicae",1,"Myzus",2017,7
"01511R",2017-07-21,"Phyllaphis fagi",1,"Phyllaphis",2017,7
"01511R",2017-07-21,"Rhopalosiphum oxyacanthae",7,"Rhopalosiphum",2017,7
"01511R",2017-07-21,"Rhopalosiphum padi",1,"Rhopalosiphum",2017,7
"01511R",2017-07-21,"Sitobion avenae",2,"Sitobion",2017,7
"01512R",2017-07-24,"Drepanosiphum platanoidis",4,"Drepanosiphum",2017,7
"01512R",2017-07-24,"Euceraphis punctipennis",1,"Euceraphis",2017,7
"01512R",2017-07-24,"Myzus ascalonicus",1,"Myzus",2017,7
"01512R",2017-07-24,"Rhopalosiphum oxyacanthae",3,"Rhopalosiphum",2017,7
"01512R",2017-07-24,"Sitobion avenae",2,"Sitobion",2017,7
"01514R",2017-08-09,"Aphis rumicis",1,"Aphis",2017,8
"01514R",2017-08-09,"Drepanosiphum platanoidis",3,"Drepanosiphum",2017,8
"01514R",2017-08-09,"Eucallipterus tiliae",1,"Eucallipterus",2017,8
"01514R",2017-08-09,"Rhopalosiphum oxyacanthae",1,"Rhopalosiphum",2017,8
"01514R",2017-08-09,"Rhopalosiphum padi",1,"Rhopalosiphum",2017,8
"01516R",2017-08-24,"Cavariella archangelicae",1,"Cavariella",2017,8
"01516R",2017-08-24,"Drepanosiphum platanoidis",3,"Drepanosiphum",2017,8
"01516R",2017-08-24,"Rhopalosiphum oxyacanthae",5,"Rhopalosiphum",2017,8
"01516R",2017-08-24,"Rhopalosiphum padi",4,"Rhopalosiphum",2017,8
"01518R",2017-09-09,"Anoecia corni",1,"Anoecia",2017,9
"01518R",2017-09-09,"Aphis fabae gp.",1,"Aphis",2017,9
"01518R",2017-09-09,"Drepanosiphum platanoidis",10,"Drepanosiphum",2017,9
"01518R",2017-09-09,"Eriosoma patchiae",1,"Eriosoma",2017,9
"01518R",2017-09-09,"Rhopalosiphum oxyacanthae",10,"Rhopalosiphum",2017,9
"01518R",2017-09-09,"Rhopalosiphum padi",31,"Rhopalosiphum",2017,9
"01518R",2017-09-09,"Sitobion avenae",1,"Sitobion",2017,9
"01518R",2017-09-09,"Thecabius affinis",1,"Thecabius",2017,9
"01518R",2017-09-09,"Tuberculatus annulatus",1,"Tuberculatus",2017,9
"01520R",2017-09-20,"Brachycaudus helichrysi",1,"Brachycaudus",2017,9
"01520R",2017-09-20,"Drepanosiphum platanoidis",8,"Drepanosiphum",2017,9
"01520R",2017-09-20,"Pemphigus spp",15,"Pemphigus",2017,9
"01520R",2017-09-20,"Rhopalosiphum oxyacanthae",27,"Rhopalosiphum",2017,9
"01520R",2017-09-20,"Rhopalosiphum padi",29,"Rhopalosiphum",2017,9
"01520R",2017-09-20,"Rhopalosiphum spp",2,"Rhopalosiphum",2017,9
"01520R",2017-09-20,"Thecabius affinis",1,"Thecabius",2017,9
"01522R",2017-10-12,"Capitophorus similis",1,"Capitophorus",2017,10
"01522R",2017-10-12,"Pemphigus spp",1,"Pemphigus",2017,10
"01522R",2017-10-12,"Rhopalosiphum oxyacanthae",40,"Rhopalosiphum",2017,10
"01522R",2017-10-12,"Rhopalosiphum padi",38,"Rhopalosiphum",2017,10
"01522R",2017-10-12,"Sitobion fragariae",2,"Sitobion",2017,10
"01522R",2017-10-12,"Tuberculatus annulatus",1,"Tuberculatus",2017,10
"01523R",2017-10-20,"Aphis salicariae",2,"Aphis",2017,10
"01523R",2017-10-20,"Brachycaudus helichrysi",2,"Brachycaudus",2017,10
"01523R",2017-10-20,"Ceruraphis eriophori",2,"Ceruraphis",2017,10
"01523R",2017-10-20,"Drepanosiphum platanoidis",4,"Drepanosiphum",2017,10
"01523R",2017-10-20,"Rhopalosiphum oxyacanthae",16,"Rhopalosiphum",2017,10
"01523R",2017-10-20,"Rhopalosiphum padi",38,"Rhopalosiphum",2017,10
"01523R",2017-10-20,"Rhopalosiphum spp",2,"Rhopalosiphum",2017,10
"01523R",2017-10-20,"Tuberculatus annulatus",2,"Tuberculatus",2017,10
"0152R",2017-05-15,"Elatobium abietinum",1,"Elatobium",2017,5
"0152R",2017-05-15,"Euceraphis punctipennis",4,"Euceraphis",2017,5
"0152R",2017-05-15,"Hyperomyzus lactucae",1,"Hyperomyzus",2017,5
"0152R",2017-05-15,"Macrosiphum euphorbiae",1,"Macrosiphum",2017,5
"0152R",2017-05-15,"Metopolophium festucae",1,"Metopolophium",2017,5
"0153R",2017-05-24,"Brachycaudus helichrysi",5,"Brachycaudus",2017,5
"0153R",2017-05-24,"Cavariella aegopodii",11,"Cavariella",2017,5
"0153R",2017-05-24,"Cavariella pastinacae",1,"Cavariella",2017,5
"0153R",2017-05-24,"Cavariella theobaldi",3,"Cavariella",2017,5
"0153R",2017-05-24,"Drepanosiphum platanoidis",1,"Drepanosiphum",2017,5
"0153R",2017-05-24,"Elatobium abietinum",23,"Elatobium",2017,5
"0153R",2017-05-24,"Euceraphis punctipennis",1,"Euceraphis",2017,5
"0153R",2017-05-24,"Macrosiphum euphorbiae",2,"Macrosiphum",2017,5
"0153R",2017-05-24,"Metopolophium festucae",2,"Metopolophium",2017,5
"0153R",2017-05-24,"Myzus cerasi",1,"Myzus",2017,5
"0153R",2017-05-24,"Periphyllus testudinaceus",1,"Periphyllus",2017,5
"0153R",2017-05-24,"Rhopalosiphum padi",3,"Rhopalosiphum",2017,5
"0153R",2017-05-24,"Rhopalosiphum spp",1,"Rhopalosiphum",2017,5
"0153R",2017-05-24,"Utamphorophora humboldti",2,"Utamphorophora",2017,5
"0155R",2017-06-04,"Brachycaudus helichrysi",1,"Brachycaudus",2017,6
"0155R",2017-06-04,"Cavariella aegopodii",2,"Cavariella",2017,6
"0155R",2017-06-04,"Drepanosiphum platanoidis",6,"Drepanosiphum",2017,6
"0155R",2017-06-04,"Elatobium abietinum",3,"Elatobium",2017,6
"0155R",2017-06-04,"Metopolophium albidum",1,"Metopolophium",2017,6
"0155R",2017-06-04,"Metopolophium dirhodum",1,"Metopolophium",2017,6
"0155R",2017-06-04,"Myzus persicae",1,"Myzus",2017,6
"0155R",2017-06-04,"Myzus cerasi",1,"Myzus",2017,6
"0155R",2017-06-04,"Rhopalosiphum padi",3,"Rhopalosiphum",2017,6
"0155R",2017-06-04,"Utamphorophora humboldti",7,"Utamphorophora",2017,6
"0158R",2017-06-25,"Myzus persicae",6,"Myzus",2017,6
"0158R",2017-06-25,"Rhopalosiphum maidis",1,"Rhopalosiphum",2017,6
"01610R",2018-07-30,"Acyrthosiphon pisum",2,"Acyrthosiphon",2018,7
"01610R",2018-07-30,"Acyrthosiphon pisum",2,"Acyrthosiphon",2018,7
"01610R",2018-07-30,"Anoecia corni",1,"Anoecia",2018,7
"01610R",2018-07-30,"Anoecia corni",1,"Anoecia",2018,7
"01610R",2018-07-30,"Aphis salicariae",2,"Aphis",2018,7
"01610R",2018-07-30,"Aphis salicariae",2,"Aphis",2018,7
"01610R",2018-07-30,"Aphis spp",10,"Aphis",2018,7
"01610R",2018-07-30,"Aphis spp",10,"Aphis",2018,7
"01610R",2018-07-30,"Brevicoryne brassicae",1,"Brevicoryne",2018,7
"01610R",2018-07-30,"Brevicoryne brassicae",1,"Brevicoryne",2018,7
"01610R",2018-07-30,"Capitophorus hippophaes",1,"Capitophorus",2018,7
"01610R",2018-07-30,"Capitophorus hippophaes",1,"Capitophorus",2018,7
"01610R",2018-07-30,"Cavariella pastinacae",5,"Cavariella",2018,7
"01610R",2018-07-30,"Cavariella pastinacae",5,"Cavariella",2018,7
"01610R",2018-07-30,"Drepanosiphum platanoidis",1,"Drepanosiphum",2018,7
"01610R",2018-07-30,"Drepanosiphum platanoidis",1,"Drepanosiphum",2018,7
"01610R",2018-07-30,"Euceraphis punctipennis",2,"Euceraphis",2018,7
"01610R",2018-07-30,"Euceraphis punctipennis",2,"Euceraphis",2018,7
"01610R",2018-07-30,"Hyadaphis foeniculi",1,"Hyadaphis",2018,7
